State Code,District Code,Sub-District Code,Sub-District Name (In English)
23,395,3391,Ater
23,394,3599,Athner
23,430,6510,Avantipur Barodia
23,434,6998,Badagaon (Dhasan)
23,398,3431,Bada Malhera
23,432,3412,Badarwas
23,421,3595,Badi
23,435,3514,Badnagar
23,403,3532,Badnawar
23,667,3517,Badod
23,431,3383,Badoda
23,413,3623,Badwara
23,402,3529,Bagli
23,391,6978,Bahadurpur
23,433,6072,Bahari
23,413,3625,Bahoriband
23,392,3674,Baihar
23,432,6534,Bairad
23,404,6071,Bajag
23,423,3505,Bajna
23,392,3672,Balaghat
23,434,3421,Baldeogarh
23,421,7564,Bamhori
23,417,7112,Bamor
23,406,3678,Bamori
23,425,3446,Banda
23,425,7420,Bandari
23,436,3482,Bandhavgarh
23,409,3619,Bankhedi
23,421,3594,Baraily
23,638,7423,Bargawan
23,428,3665,Barghat
23,413,3622,Barhi
23,401,7001,Baroni
23,414,3545,Barwaha
23,393,3554,Barwani
23,437,3573,Basoda
23,400,3456,Batiyagarh
23,431,3381,Beerpur
23,421,3592,Begamganj
23,429,3689,Beohari
23,396,3580,Berasia
23,394,3600,Betul
23,394,6989,Betul Nagar
23,414,3552,Bhagwanpura
23,394,3598,Bhainsdehi
23,427,3587,Bhairunda
23,401,3406,Bhander
23,416,3492,Bhanpura
23,414,3549,Bhikangaon
23,394,7027,Bhimpur
23,395,3392,Bhind
23,395,6994,Bhind Nagar
23,407,3401,Bhitarwar
23,422,3566,Biaora
23,415,3645,Bichhiya
23,399,3657,Bichhua
23,410,7013,Bicholi Hapsi
23,398,3433,Bijawar
23,436,6974,Bilaspur
23,425,3443,Bina
23,392,7033,Birsa
23,426,3463,Birsinghpur
23,427,3588,Budni
23,397,3719,Burhanpur
23,397,6972,Burhanpur Nagar
23,429,6988,Burhar
23,398,3434,Buxwaha
23,406,3683,Chachaura
23,399,6996,Chand
23,391,3685,Chanderi
23,436,3483,Chandia
23,398,3426,Chandla
23,639,3711,Chandra Shekhar Azad Nagar
23,399,3650,Chaurai
23,405,7424,Chhaigaon Makhan
23,428,3660,Chhapara
23,398,3429,Chhatarpur
23,398,7006,Chhatarpur Nagar
23,399,3654,Chhindwara
23,399,7020,Chhindwara Nagar
23,394,3601,Chicholi
23,407,3402,Chinour
23,638,3703,Chitrangi
23,433,3698,Churhat
23,407,7039,City Center
23,407,3400,Dabra
23,403,3537,Dahi
23,416,3497,Daloda
23,400,3458,Damoh
23,400,6999,Damyanti Nagar
23,401,3405,Datia
23,401,6991,Datia Nagar
23,421,7010,Deori
23,425,3453,Deori
23,638,3704,Deosar
23,410,3540,Depalpur
23,420,3437,Devendranagar
23,402,3526,Dewas
23,402,7031,Dewas Nagar
23,428,3662,Dhanora
23,403,3534,Dhar
23,403,3539,Dharampuri
23,413,3626,Dhimarkheda
23,397,7402,Dhulcot
23,434,7394,Dighora
23,404,3640,Dindori
23,409,3615,Dolariya
23,427,7422,Doraha
23,410,3544,Dr. Ambedkar Nagar Mhow
23,638,7419,Dudhamania
23,418,3635,Gadarwara
23,421,3591,Gairatganj
23,403,3535,Gandhwani
23,425,3450,Garhakota
23,416,3494,Garoth
23,398,3424,Gaurihar
23,428,3661,Ghansaur
23,407,7026,Ghatigaon
23,435,3511,Ghatiya
23,394,3602,Ghoda Dongri
23,415,3644,Ghughari
23,398,3432,Ghuwara
23,407,3399,Gird
23,414,3551,Gogaon
23,395,3395,Gohad
23,421,3593,Goharganj
23,429,6979,Gohparu
23,433,3699,Gopadbanas
23,411,7011,Gorakhpur
23,395,3394,Gormi
23,418,3634,Gotegaon
23,437,3578,Gulabganj
23,430,3520,Gulana
23,406,3677,Guna
23,406,6609,Guna Nagar
23,420,3438,Gunnor
23,424,3481,Gurh
23,407,7395,Gwalior Gramin
23,437,3577,Gyaraspur
23,408,3609,Handiya
23,766,3476,Hanumana
23,408,3608,Harda
23,399,3649,Harrai
23,405,3714,Harsud
23,410,3541,Hatod
23,402,3530,Hatpiplya
23,400,3454,Hatta
23,409,3614,Hoshangabad
23,409,7045,Hoshangabad Nagar
23,396,3581,Huzur
23,424,3479,Huzur
23,424,7041,Huzur Nagar
23,427,3586,Ichhawar
23,401,3404,Indergarh
23,391,3684,Isagarh
23,409,3613,Itarsi
23,411,3631,Jabalpur
23,400,3459,Jabera
23,425,6984,Jaisinagar
23,429,3690,Jaisinghnagar
23,390,3695,Jaithari
23,429,3692,Jaitpur
23,399,3651,Jamai (Junnardeo)
23,423,3501,Jaora
23,434,3418,Jatara
23,424,3472,Jawa
23,419,3487,Jawad
23,427,3585,Jawar
23,422,3563,Jeerapur
23,412,3709,Jhabua
23,435,6983,Jharda
23,414,3553,Jhiranya
23,419,3490,Jiran
23,639,3712,Jobat
23,417,3388,Joura
23,410,3543,Juni Indore
23,417,3389,Kailaras
23,430,3523,Kalapipal
23,410,7012,Kanadia
23,402,3527,Kannod
23,431,3384,Karahal
23,418,3637,Kareli
23,432,3410,Karera
23,436,6533,Karkeli
23,414,3547,Kasrawad
23,392,3667,Katangi
23,411,7567,Katngi
23,413,7028,Katni Nagar
23,639,6980,Katthiwara
23,428,3663,Keolari
23,425,3452,Kesli
23,435,3508,Khacharod
23,392,3670,Khairlanji
23,397,3720,Khaknar
23,405,3715,Khalwa
23,405,3716,Khandwa
23,405,7019,Khandwa Nagar
23,432,3414,Khaniyadhana
23,434,3422,Khargapur
23,414,3550,Khargone
23,414,7029,Khargone Nagar
23,402,3531,Khategaon
23,422,3564,Khilchipur
23,408,3606,Khirkiya
23,410,7015,Khudel
23,422,6993,Khujner
23,425,3444,Khurai
23,405,7396,Killod
23,392,3673,Kirnapur
23,396,7034,Kolar
23,432,3411,Kolaras
23,426,3467,Kotar
23,426,3461,Kothi
23,435,7007,Kothi Mahal
23,390,3693,Kotma
23,403,3536,Kukshi
23,406,3681,Kumbhraj
23,411,3633,Kundam
23,428,3666,Kurai
23,437,3572,Kurwai
23,433,3702,Kusmi
23,395,3398,Lahar
23,428,3659,Lakhnadon
23,392,3671,Lalbarra
23,392,7399,Lamta
23,392,3676,Lanji
23,437,3570,Lateri
23,398,3425,Lavkush Nagar
23,434,6536,Lidhora
23,638,6987,Mada
23,433,7410,Madwas
23,398,3428,Maharajpur
23,414,3546,Maheshwar
23,435,3510,Mahidpur
23,784,3470,Maihar
23,433,3701,Majhauli
23,426,3462,Majhgawan
23,411,3628,Majholi
23,435,6995,Makdon
23,409,3616,Makhan Nagar
23,406,3680,Maksoodangarh
23,410,7014,Malharganj
23,416,3493,Malhargarh
23,425,3445,Malthon
23,419,3491,Manasa
23,403,3538,Manawar
23,415,3643,Mandla
23,416,3496,Mandsaur
23,416,7005,Mandsaur Nagar
23,424,3474,Mangawan
23,436,3484,Manpur
23,395,7000,Mau
23,766,3477,Mauganj
23,412,3708,Meghnagar
23,395,3393,Mehgaon
23,395,3397,Mihona
23,434,3419,Mohangarh
23,399,3655,Mohkhed
23,430,3521,Moman Badodiya
23,407,7038,Morar
23,417,3387,Morena
23,417,7047,Morena Nagar
23,394,3604,Multai
23,405,7411,Mundi
23,391,3688,Mungaoli
23,413,3620,Murwara Or Katni
23,435,3509,Nagda
23,426,3464,Nagod
23,766,3478,Naigarhi
23,415,3646,Nainpur
23,391,6973,Nai Sarai
23,667,3516,Nalkheda
23,415,3642,Narayanganj
23,418,3636,Narsimhapur
23,422,3568,Narsinghgarh
23,432,3409,Narwar
23,437,3575,Nateran
23,419,3489,Neemuch
23,419,7035,Neemuch Nagar
23,397,3721,Nepanagar
23,393,3560,Niwali
23,722,3415,Niwari
23,415,3641,Niwas
23,398,3427,Nowgong
23,436,3486,Nowrozabad
23,722,3416,Orchha
23,422,3569,Pachore
23,434,3420,Palera
23,436,3485,Pali
23,411,3632,Panagar
23,405,3718,Pandhana
23,785,3658,Pandhurna
23,420,3436,Panna
23,393,3559,Pansemal
23,399,3652,Parasia
23,392,3675,Paraswada
23,411,3629,Patan
23,400,3455,Patera
23,437,6971,Pathari
23,400,3457,Patharia
23,393,3555,Pati
23,420,3440,Pawai
23,412,3707,Petlawad
23,407,7412,Pichhor
23,432,3413,Pichhore
23,409,3618,Pipariya
23,423,3500,Piploda
23,391,7036,Piprai
23,403,7042,Pithampur
23,432,3407,Pohri
23,430,6511,Polaykala
23,417,3386,Porsa
23,411,7568,Pounda
23,394,7022,Prabhatpttan
23,722,3417,Prithvipur
23,405,3717,Punasa
23,390,3696,Pushparajgarh
23,406,3679,Raghogarh
23,426,7111,Raghurajnagar (Nagriya)
23,425,3448,Rahatgarh
23,420,3442,Raipura
23,424,3480,Raipur Karchuliyan
23,421,3590,Raisen
23,422,3565,Rajgarh
23,398,3430,Rajnagar
23,393,3558,Rajpur
23,412,7004,Rama
23,784,3469,Ramnagar
23,419,7032,Rampura
23,426,3466,Rampur Baghelan
23,433,3697,Rampur Naikin
23,412,3710,Ranapur
23,411,7025,Ranjhi
23,432,6976,Rannod
23,423,3506,Raoti
23,423,3507,Ratlam
23,423,7009,Ratlam Nagar
23,410,7016,Rau
23,408,3611,Rehatgaon
23,425,3451,Rehli
23,427,3589,Rehti
23,413,3621,Rithi
23,395,3396,Ron
23,417,3390,Sabalgarh
23,425,3449,Sagar
23,425,7030,Sagar Nagar
23,418,7003,Saikheda
23,423,3504,Sailana
23,414,6997,Sanawad
23,410,3542,Sanwer
23,638,6986,Sarai
23,422,3567,Sarangpur
23,403,3533,Sardarpur
23,398,7397,Satai
23,402,3528,Satwas
23,785,3656,Sausar
23,414,3548,Segaon
23,427,3582,Sehore
23,427,7008,Sehore Nagar
23,424,3475,Semaria
23,393,3561,Sendhwa
23,401,3403,Seondha
23,428,3664,Seoni
23,409,3612,Seoni Malwa
23,428,7018,Seoni Nagar
23,391,3687,Shadhora
23,425,3447,Shahgarh
23,420,3441,Shahnagar
23,394,3603,Shahpur
23,404,3639,Shahpura
23,411,3630,Shahpura
23,430,3519,Shajapur
23,416,3495,Shamgarh
23,437,3576,Shamshabad
23,431,3382,Sheopur
23,409,7565,Shivpur
23,432,3408,Shivpuri
23,432,7044,Shivpuri Nagar
23,430,3522,Shujalpur
23,427,3583,Shyampur
23,433,3700,Sihawal
23,411,3627,Sihora
23,421,3596,Silwani
23,420,6975,Simaria
23,419,3488,Singoli
23,638,3705,Singrauli
23,638,7040,Singrauli Nagar
23,408,3607,Sirali
23,424,3473,Sirmour
23,437,3571,Sironj
23,416,3498,Sitamau
23,413,6977,Sleemnabad
23,409,3617,Sohagpur
23,429,3691,Sohagpur
23,639,6981,Sondawa
23,402,3525,Sonkatch
23,667,7421,Soyatkala
23,421,7566,Sultan-Ganj
23,421,6532,Sultanpur
23,667,3515,Susner
23,422,6992,Suthaliya
23,416,3499,Suwasara
23,423,3503,Tal
23,399,3647,Tamia
23,407,7037,Tansen
23,435,3512,Tarana
23,400,3460,Tendukheda
23,418,3638,Tendukheda
23,424,3471,Teonthar
23,412,3706,Thandla
23,393,3556,Thikri
23,434,3423,Tikamgarh
23,408,3610,Timarni
23,392,3668,Tirodi
23,402,3524,Tonk Khurd
23,437,3574,Tyonda
23,421,3597,Udaipura
23,402,6535,Udaynagar
23,435,3513,Ujjain
23,435,7046,Ujjain Nagar
23,399,3653,Umreth
23,426,3465,Unchehara
23,435,7434,Unhel
23,393,3562,Varla
23,437,3579,Vidisha
23,437,7017,Vidisha Nagar
23,431,3380,Vijaypur
23,413,3624,Vijayraghavgarh
23,392,3669,Waraseoni
6,63,393,Adampur
6,65,6409,Alewa
6,58,359,Ambala
6,58,6406,Ambala Cantonment
6,67,373,Assandh
6,69,6457,Ateli
6,68,6454,Babain St
6,701,403,Badhra
6,60,6407,Badkhal
6,64,6444,Badli
6,62,6421,Badshahpur St
6,64,408,Bahadurgarh
6,59,6432,Bahal St
6,619,6479,Bahin St
6,60,426,Ballabgarh
6,67,6452,Ballah St
6,63,6442,Balsamand St
6,71,6462,Bapoli
6,58,360,Barara
6,63,6440,Barwala
6,70,6460,Barwala St
6,792,6408,Bass
6,72,415,Bawal
6,59,397,Bawani Khera
6,64,407,Beri
6,61,6436,Bhattukalan St
6,59,398,Bhiwani
6,61,6437,Bhuna St
6,76,362,Bilaspur
6,701,6433,Bondkalan St
6,76,363,Chhachhrauli
6,74,389,Dabwali
6,701,402,Dadri
6,72,6464,Dahina St
6,60,6415,Dayalpur St
6,66,6448,Dhand St
6,72,6463,Dharuhera St
6,60,6414,Dhauj St
6,74,392,Ellenabad
6,60,425,Faridabad
6,62,418,Farrukhnagar
6,61,388,Fatehabad
6,66,369,Fatehpur Pundri
6,604,423,Ferozepur Jhirka
6,75,379,Ganaur
6,60,6416,Gaunchi St
6,67,374,Gharaunda
6,75,378,Gohana
6,74,6471,Goriwala St
6,66,367,Guhla
6,62,417,Gurgaon
6,792,396,Hansi
6,62,6423,Harsaru St
6,619,6478,Hassanpur St
6,619,428,Hathin
6,63,394,Hisar
6,619,429,Hodal
6,604,7172,Indri
6,67,371,Indri
6,68,6453,Ismailabad St
6,71,376,Israna
6,76,361,Jagadhri
6,61,6438,Jakhal St
6,64,409,Jhajjar
6,65,383,Jind
6,65,384,Julana
6,62,6422,Kadipur St
6,66,368,Kaithal
6,73,6467,Kalanaur
6,74,6469,Kalanwali
6,66,6446,Kalayat
6,70,356,Kalka
6,69,6458,Kanina
6,67,372,Karnal
6,75,6472,Khanpur St
6,75,381,Kharkhoda
6,792,6419,Kheri Jalab St
6,72,413,Kosli
6,61,6439,Kulan St
6,68,6410,Ladwa
6,73,6468,Lakhan Majra St
6,59,401,Loharu
6,73,404,Maham
6,69,411,Mahendragarh
6,62,419,Manesar
6,72,6466,Manethi St
6,64,410,Matenhail
6,71,6412,Matlauda
6,60,6435,Mohna St
6,70,6461,Morni St
6,58,6430,Mulana St
6,604,6477,Nagina St
6,72,6465,Nahar St
6,69,6456,Nangal Chawdhary
6,58,358,Naraingarh
6,69,412,Narnaul
6,792,395,Narnaund
6,65,382,Narwana
6,74,6470,Nathusari Chopta
6,67,6451,Nigdu St
6,67,370,Nilokheri
6,67,6450,Nising St
6,604,422,Nuh
6,72,6418,Palhawas St
6,619,427,Palwal
6,70,357,Panchkula
6,71,375,Panipat
6,62,416,Pataudi
6,68,365,Pehowa
6,65,6445,Pillukhera St
6,76,6417,Pratap Nagar St
6,604,424,Punahana
6,76,6474,Radaur
6,70,6411,Raipur Rani
6,75,6473,Rai St
6,66,6447,Rajaund St
6,74,391,Rania
6,61,386,Ratia
6,72,414,Rewari
6,73,405,Rohtak
6,76,6475,Sadhaura St
6,65,385,Safidon
6,58,6429,Saha St
6,64,6443,Salhawas St
6,71,377,Samalkha
6,73,406,Sampla
6,76,6476,Saraswati Nagar St
6,69,6459,Satnali St
6,68,364,Shahbad
6,58,6431,Shahzadpur St
6,74,390,Sirsa
6,59,400,Siwani
6,66,6449,Siwan St
6,62,420,Sohna
6,75,380,Sonipat
6,604,421,Taoru
6,68,366,Thanesar
6,60,6434,Tigaon St
6,61,387,Tohana
6,59,399,Tosham
6,65,6413,Uchana
6,63,6441,Uklana St
6,62,6420,Wazirabad St
27,468,4004,Achalpur
27,475,4062,Aheri
27,481,4228,Ahmadpur
27,480,4292,Ajra
27,496,4254,Akkalkot
27,486,3950,Akkalkuwa
27,467,3991,Akola
27,466,4201,Akole
27,467,3989,Akot
27,486,3951,Akrani
27,491,4177,Alibag
27,478,3969,Amalner
27,479,4129,Ambad
27,497,4170,Ambarnath
27,490,4188,Ambegaon
27,470,4225,Ambejogai
27,476,4047,Amgaon
27,468,4009,Amravati
27,483,7179,Andheri
27,468,4003,Anjangaon Surji
27,485,4099,Ardhapur
27,476,4050,Arjuni Morgaon
27,475,4053,Armori
27,500,4088,Arni
27,498,4017,Arvi
27,470,4215,Ashti
27,498,4015,Ashti
27,493,4300,Atpadi
27,477,4113,Aundha (Nagnath)
27,481,4232,Ausa
27,500,4080,Babulgaon
27,479,4128,Badnapur
27,487,4145,Baglan
27,467,3990,Balapur
27,473,4074,Ballarpur
27,490,4199,Baramati
27,496,4246,Barshi
27,467,3994,Barshitakli
27,470,4221,Beed
27,478,3971,Bhadgaon
27,473,4070,Bhadravati
27,475,4061,Bhamragad
27,471,4039,Bhandara
27,468,4010,Bhatkuli
27,497,4166,Bhiwandi
27,484,4036,Bhiwapur
27,485,4102,Bhokar
27,479,4125,Bhokardan
27,490,4198,Bhor
27,480,4291,Bhudargad
27,488,4237,Bhum
27,478,3965,Bhusawal
27,485,4105,Biloli
27,478,3964,Bodvad
27,483,7181,Borivali
27,473,4067,Brahmapuri
27,472,3984,Buldana
27,481,4230,Chakur
27,478,3972,Chalisgaon
27,475,4058,Chamorshi
27,480,4294,Chandgad
27,473,4071,Chandrapur
27,468,4005,Chandurbazar
27,468,4013,Chandur Railway
27,487,4148,Chandvad
27,469,4137,Chhatrapati Sambhajinagar
27,468,4002,Chikhaldara
27,472,3983,Chikhli
27,473,4065,Chimur
27,492,4269,Chiplun
27,478,3960,Chopda
27,665,4158,Dahanu
27,492,4267,Dapoli
27,500,4083,Darwha
27,468,4011,Daryapur
27,490,4195,Daund
27,485,4110,Deglur
27,487,4144,Deola
27,472,3985,Deolgaon Raja
27,498,4020,Deoli
27,481,4234,Deoni
27,476,4051,Deori
27,475,4052,Desaiganj (Vadasa)
27,495,4275,Devgad
27,468,4014,Dhamangaon Railway
27,475,4056,Dhanora
27,478,3968,Dharangaon
27,488,4240,Dharashiv
27,485,4104,Dharmabad
27,468,4001,Dharni
27,470,4223,Dharur
27,474,3959,Dhule
27,500,4084,Digras
27,487,4149,Dindori
27,495,4282,Dodamarg
27,478,3967,Erandol
27,475,4060,Etapalli
27,475,4057,Gadchiroli
27,480,4293,Gadhinglaj
27,480,4288,Gaganbawada
27,489,4122,Gangakhed
27,469,4140,Gangapur
27,470,4218,Georai
27,479,4130,Ghansawangi
27,500,4089,Ghatanji
27,476,4046,Gondiya
27,473,4078,Gondpipri
27,476,4045,Goregaon
27,492,4270,Guhagar
27,485,4098,Hadgaon
27,480,4285,Hatkanangle
27,490,4193,Haveli
27,485,4097,Himayatnagar
27,498,4021,Hinganghat
27,484,4033,Hingna
27,477,4112,Hingoli
27,487,4153,Igatpuri
27,490,4200,Indapur
27,479,4126,Jafrabad
27,478,3966,Jalgaon
27,472,3975,Jalgaon (Jamod)
27,481,4229,Jalkot
27,479,4127,Jalna
27,466,4214,Jamkhed
27,478,3974,Jamner
27,494,4263,Jaoli
27,493,4304,Jat
27,665,4160,Jawhar
27,489,4117,Jintur
27,473,4076,Jiwati
27,490,4187,Junnar
27,493,4298,Kadegaon
27,480,4290,Kagal
27,470,4222,Kaij
27,488,4239,Kalamb
27,500,4081,Kalamb
27,484,4025,Kalameshwar
27,477,4114,Kalamnuri
27,487,4143,Kalwan
27,497,4168,Kalyan
27,484,4030,Kamptee
27,485,4108,Kandhar
27,495,4277,Kankavli
27,469,4133,Kannad
27,494,4265,Karad
27,498,4016,Karanja
27,499,3997,Karanja
27,466,4213,Karjat
27,491,4174,Karjat
27,496,4244,Karmala
27,480,4287,Karvir
27,484,4024,Katol
27,493,4303,Kavathemahankal
27,500,4090,Kelapur
27,491,4175,Khalapur
27,472,3981,Khamgaon
27,493,4299,Khanapur
27,494,4257,Khandala
27,494,4260,Khatav
27,490,4190,Khed
27,492,4268,Khed
27,469,4138,Khuldabad
27,485,4096,Kinwat
27,466,4203,Kopargaon
27,475,4055,Korchi
27,494,4261,Koregaon
27,473,4075,Korpana
27,495,4280,Kudal
27,484,4035,Kuhi
27,475,4054,Kurkheda
27,483,7180,Kurla
27,471,4043,Lakhandur
27,471,4041,Lakhani
27,492,4273,Lanja
27,481,4226,Latur
27,485,4107,Loha
27,488,4242,Lohara
27,472,3987,Lonar
27,496,4245,Madha
27,494,4255,Mahabaleshwar
27,491,4185,Mahad
27,500,4087,Mahagaon
27,485,4095,Mahur
27,470,4219,Majalgaon
27,487,4146,Malegaon
27,499,3995,Malegaon
27,472,3979,Malkapur
27,496,4250,Malshiras
27,495,4278,Malwan
27,494,4259,Man
27,492,4266,Mandangad
27,496,4252,Mangalvedhe
27,491,4181,Mangaon
27,499,3996,Mangrulpir
27,499,3998,Manora
27,479,4132,Mantha
27,489,4119,Manwath
27,500,4092,Maregaon
27,484,4029,Mauda
27,490,4191,Mawal
27,472,3982,Mehkar
27,491,4184,Mhasla
27,493,4302,Miraj
27,471,4038,Mohadi
27,496,4248,Mohol
27,665,4161,Mokhada
27,468,4006,Morshi
27,472,3980,Motala
27,485,4101,Mudkhed
27,485,4109,Mukhed
27,478,3963,Muktainagar (Edlabad)
27,473,4072,Mul
27,475,4059,Mulchera
27,490,4192,Mulshi
27,497,4171,Murbad
27,467,3992,Murtijapur
27,491,4178,Murud
27,466,4209,Nagar
27,473,4066,Nagbhid
27,484,4031,Nagpur (Rural)
27,484,4032,Nagpur (Urban)
27,485,4106,Naigaon (Khairgaon)
27,485,4100,Nanded
27,487,4147,Nandgaon
27,468,4012,Nandgaon-Khandeshwar
27,472,3978,Nandura
27,486,3954,Nandurbar
27,484,4023,Narkhed
27,487,4152,Nashik
27,486,3955,Nawapur
27,500,4079,Ner
27,466,4206,Nevasa
27,481,4233,Nilanga
27,487,4155,Niphad
27,488,4243,Omarga
27,478,3973,Pachora
27,469,4141,Paithan
27,489,4123,Palam
27,665,4163,Palghar
27,493,4297,Palus
27,496,4249,Pandharpur
27,480,4284,Panhala
27,491,4173,Panvel
27,488,4236,Paranda
27,489,4118,Parbhani
27,470,4224,Parli
27,466,4211,Parner
27,478,3970,Parola
27,484,4027,Parseoni
27,479,4131,Partur
27,494,4264,Patan
27,466,4208,Pathardi
27,489,4120,Pathri
27,470,4216,Patoda
27,467,3993,Patur
27,471,4042,Pauni
27,491,4176,Pen
27,487,4150,Peth
27,494,4258,Phaltan
27,469,4136,Phulambri
27,491,4186,Poladpur
27,473,4073,Pombhurna
27,490,4194,Pune City
27,490,4196,Purandhar
27,489,4124,Purna
27,500,4085,Pusad
27,480,4289,Radhanagari
27,466,4204,Rahta
27,466,4210,Rahuri
27,492,4274,Rajapur
27,490,4197,Rajgad
27,473,4077,Rajura
27,500,4091,Ralegaon
27,484,4028,Ramtek
27,492,4271,Ratnagiri
27,478,3962,Raver
27,481,4227,Renapur
27,499,4000,Risod
27,491,4179,Roha
27,476,4049,Sadak-Arjuni
27,471,4040,Sakoli
27,474,3958,Sakri
27,476,4048,Salekasa
27,498,4022,Samudrapur
27,492,4272,Sangameshwar
27,466,4202,Sangamner
27,496,4251,Sangole
27,472,3976,Sangrampur
27,494,4262,Satara
27,484,4026,Savner
27,473,4068,Sawali
27,495,4281,Sawantwadi
27,498,4018,Seloo
27,489,4116,Selu
27,477,4111,Sengaon
27,486,3953,Shahade
27,497,4167,Shahapur
27,480,4283,Shahuwadi
27,472,3977,Shegaon
27,466,4207,Shevgaon
27,493,4295,Shirala
27,480,4286,Shirol
27,474,3956,Shirpur
27,490,4189,Shirur
27,481,4231,Shirur Anantpal
27,470,4217,Shirur (Kasar)
27,466,4212,Shrigonda
27,466,4205,Shrirampur
27,491,4183,Shrivardhan
27,469,4135,Sillod
27,473,4069,Sindewahi
27,474,3957,Sindkhede
27,472,3986,Sindkhed Raja
27,487,4154,Sinnar
27,475,4063,Sironcha
27,469,4134,Soegaon
27,496,4247,Solapur North
27,496,4253,Solapur South
27,489,4121,Sonpeth
27,491,4180,Sudhagad
27,487,4142,Surgana
27,491,4182,Tala
27,665,4157,Talasari
27,486,3952,Talode
27,493,4301,Tasgaon
27,467,3988,Telhara
27,497,4165,Thane
27,468,4008,Tiosa
27,476,4044,Tirora
27,487,4151,Trimbakeshwar
27,488,4241,Tuljapur
27,471,4037,Tumsar
27,481,4235,Udgir
27,497,4169,Ulhasnagar
27,500,4086,Umarkhed
27,484,4034,Umred
27,485,4103,Umri
27,491,4172,Uran
27,495,4276,Vaibhavvadi
27,469,4139,Vaijapur
27,665,4164,Vasai
27,477,4115,Vasmath
27,495,4279,Vengurla
27,665,4159,Vikramgad
27,665,4162,Wada
27,470,4220,Wadwani
27,494,4256,Wai
27,493,4296,Walwa
27,500,4094,Wani
27,498,4019,Wardha
27,473,4064,Warora
27,468,4007,Warud
27,488,4238,Washi
27,499,3999,Washim
27,500,4082,Yavatmal
27,478,3961,Yawal
27,487,4156,Yevla
27,500,4093,Zari-Jamani
2,18,6900,Alampur
2,26,148,Amb
2,20,121,Ani
2,25,158,Arki
2,22,134,Aut
2,25,162,Baddi
2,22,186,Bagachnogi
2,22,7174,Bagshad
2,18,112,Baijnath
2,22,131,Baldwara
2,22,6947,Balh
2,22,135,Bali Chowki
2,26,149,Bangana
2,20,120,Banjar
2,18,102,Baroh
2,17,144,Barsar
2,22,130,Bhadrota
2,16,86,Bhalai
2,15,153,Bharari
2,16,92,Bharmour
2,18,7414,Bharoli
2,26,147,Bharwain
2,16,88,Bhattiyat
2,18,6939,Bhawarna
2,17,146,Bhoranj
2,17,6885,Bhota
2,20,6887,Bhuntar
2,15,156,Bilaspur Sadar
2,26,6892,Birhu Kalan
2,18,7560,Chachian
2,22,137,Chachyot
2,18,6897,Chadiyar
2,16,90,Chamba
2,23,185,Chaupal
2,22,6950,Chhatri
2,23,192,Chirgaon
2,16,84,Churah
2,24,171,Dadahu
2,18,6918,Dadasiba
2,16,87,Dalhousie
2,18,6901,Dareeni
2,25,159,Darlaghat
2,23,6958,Deha
2,22,6949,Dehar
2,18,103,Dehra Gopipur
2,22,7175,Dhalwan
2,23,6964,Dhami
2,23,7577,Dhamwari
2,22,127,Dharmpur
2,18,99,Dharmsala
2,16,6944,Dharwala
2,17,145,Dhatwal
2,18,109,Dhira
2,23,193,Dodra Kwar
2,26,6891,Dulahar
2,18,95,Fatehpur
2,26,6893,Gagret
2,17,142,Galore
2,18,6921,Gangath
2,26,6888,Ghanari
2,15,152,Ghumarwin
2,17,143,Hamirpur
2,19,194,Hangrang
2,18,97,Harchakian
2,18,6920,Haripur
2,24,6953,Haripurdhar
2,26,151,Haroli
2,16,91,Holi
2,18,94,Indora
2,26,6889,Ispur
2,17,7413,Jahu
2,18,110,Jaisinghpur
2,23,6961,Jalog
2,23,6957,Jangla
2,20,7283,Jari
2,18,105,Jaswan
2,18,104,Jawalamukhi
2,18,96,Jawali
2,15,154,Jhanduta
2,22,124,Jogindarnagar
2,26,6890,Jol
2,23,188,Jubbal
2,23,183,Junga
2,16,6943,Kakira
2,23,7284,Kalbog
2,15,6938,Kalol
2,19,197,Kalpa
2,24,174,Kamrau
2,25,166,Kandaghat
2,17,6884,Kangoo
2,18,100,Kangra
2,22,139,Karsog
2,25,164,Kasauli
2,22,6945,Katoula
2,18,107,Khundian
2,23,6956,Kotgarh
2,23,189,Kotkhai
2,18,6896,Kotla
2,22,128,Kotli
2,25,163,Krishangarh
2,20,118,Kullu
2,23,179,Kumarsain
2,25,7056,Kunihar
2,23,6962,Kupvi
2,22,125,Lad Bharol
2,18,6902,Lagru
2,21,115,Lahul
2,17,7285,Lambloo
2,25,7450,Loharghat
2,18,6919,Majheen
2,24,7121,Majra
2,22,6969,Makridi
2,25,6967,Mamlig
2,20,117,Manali
2,22,6970,Mandap
2,22,133,Mandi
2,26,6894,Mehatpur
2,19,196,Morang
2,18,113,Multhan
2,17,141,Nadaun
2,18,101,Nagrota Bagwan
2,18,6895,Nagrota Surian
2,24,172,Nahan
2,15,155,Naina Devi
2,25,161,Nalagarh
2,15,157,Namhol
2,23,178,Nankhari
2,24,6954,Narag
2,23,187,Nerwa
2,19,198,Nichar
2,22,138,Nihri
2,20,122,Nirmand
2,20,6886,Nither
2,24,168,Nohra
2,18,93,Nurpur
2,24,169,Pachhad
2,22,123,Padhar
2,24,6955,Pajhota
2,18,111,Palampur
2,18,6899,Panchrukhi
